body,body_id_for_llm,public_lands_and_agriculture,public_lands_and_agriculture_inference_time,culture_and_nationalism,culture_and_nationalism_inference_time,law_and_crime,law_and_crime_inference_time,immigration,immigration_inference_time,governments_and_governance,governments_and_governance_inference_time,rights_liberties_minorities_discrimination,rights_liberties_minorities_discrimination_inference_time,health_and_social_services,health_and_social_services_inference_time,education,education_inference_time,economy_and_labour,economy_and_labour_inference_time,technology,technology_inference_time,international_affairs_and_defense,international_affairs_and_defense_inference_time,environment_and_energy,environment_and_energy_inference_time
And while the New York Times opined in a headline the “Opening Ceremony Misses the Boat” — alluding to the fact it was held on the Seine — everyone was in agreement Dion was simply dazzling.,123,"{""themes"": null}",1.5190610885620117,"{""themes"": ""culture_and_nationalism""}",1.9447739124298096,"{""themes"": null}",1.5155811309814453,"{""themes"": null}",1.5135259628295898,"{""themes"": null}",1.5174341201782227,"{""themes"": null}",1.5218000411987305,"{""themes"": null}",1.5176231861114502,"{""themes"": null}",1.5165040493011475,"{""themes"": null}",1.519665002822876,"{""themes"": null}",1.5149528980255127,"{""themes"": null}",1.5175731182098389,"{""themes"": null}",1.5181138515472412
Lawyers for the affected inmates are now making court applications to have charges stayed or sentences shortened in response to what they argue are blatant violations of their clients’ Charter rights.,124,"{""themes"": null}",1.5192687511444092,"{""themes"": null}",1.5185160636901855,"{""themes"": ""law_and_crime""}",1.855233907699585,"{""themes"": null}",1.5138130187988281,"{""themes"": ""governments_and_governance""}",2.1179749965667725,"{""themes"": ""rights_liberties_minorities_discrimination""}",2.2023799419403076,"{""themes"": null}",1.5200519561767578,"{""themes"": null}",1.5141470432281494,"{""themes"": null}",1.5207531452178955,"{""themes"": null}",1.5163841247558594,"{""themes"": null}",1.5170490741729736,"{""themes"": null}",1.51609206199646
"The Israeli military official said the area was not a tent complex, but an operational compound run by Hamas and that several more militants were there, guarding Deif.",125,"{""themes"": null}",1.5172479152679443,"{""themes"": null}",1.5146048069000244,"{""themes"": ""law_and_crime""}",1.856234073638916,"{""themes"": null}",1.5120930671691895,"{""themes"": ""null""}",1.6029210090637207,"{""themes"": ""null""}",1.602160930633545,"{""themes"": null}",1.5171871185302734,"{""themes"": null}",1.5139570236206055,"{""themes"": null}",1.51643705368042,"{""themes"": null}",1.5135979652404785,"{""themes"": ""international_affairs_and_defense""}",2.0291430950164795,"{""themes"": null}",1.517676830291748
"Richardson complained to the CPSO about Cho and a SickKids dermatologist, whose allegedly flawed opinion Cho had relied on.",126,"{""themes"": null}",1.2441818714141846,"{""themes"": null}",1.2462420463562012,"{""themes"": ""law_and_crime""}",1.583406925201416,"{""themes"": null}",1.24186110496521,"{""themes"": null}",1.242976188659668,"{""themes"": null}",1.2436418533325195,"{""themes"": ""health_and_social_services""}",1.5913889408111572,"{""themes"": null}",1.241584062576294,"{""themes"": null}",1.2454640865325928,"{""themes"": null}",1.2440898418426514,"{""themes"": null}",1.244415044784546,"{""themes"": null}",1.2437191009521484
"In his own book last year, Mr.",127,"{""themes"": null}",1.2303569316864014,"{""themes"": null}",1.2306389808654785,"{""themes"": null}",1.2264277935028076,"{""themes"": null}",1.2266249656677246,"{""themes"": null}",1.2295937538146973,"{""themes"": null}",1.228193998336792,"{""themes"": null}",1.2342259883880615,"{""themes"": null}",1.2258780002593994,"{""themes"": null}",1.2308988571166992,"{""themes"": null}",1.2251238822937012,"{""themes"": null}",1.226485013961792,"{""themes"": null}",1.2297241687774658
"After the Soviets invaded Afghanistan in December 1979, Carter decided to boycott the Summer Olympics in Moscow and asked the Senate to delay ratification of SALT II.",128,"{""themes"": null}",1.516528844833374,"{""themes"": null}",1.5161700248718262,"{""themes"": null}",1.5129761695861816,"{""themes"": null}",1.5122380256652832,"{""themes"": [""governments_and_governance""]}",2.117238998413086,"{""themes"": null}",1.515674114227295,"{""themes"": null}",1.5185091495513916,"{""themes"": null}",1.5156800746917725,"{""themes"": null}",1.5173249244689941,"{""themes"": null}",1.5146558284759521,"{""themes"": ""international_affairs_and_defense""}",2.0301780700683594,"{""themes"": null}",1.5178959369659424
"He was not surprised by the ultimate decision of the body that grants these increasingly important documents:  “Since you are no longer of school age for the purposes of the application of Division I of Chapter VIII of the Charter of the French Language, no positive decision can be rendered with regard to any request you make at this time concerning your eligibility for instruction in English.”",129,"{""themes"": null}",1.8232109546661377,"{""themes"": [""culture_and_nationalism""]}",2.2445180416107178,"{""themes"": ""law_and_crime""}",2.1699187755584717,"{""themes"": null}",1.8128750324249268,"{""themes"": ""governments_and_governance""}",2.422611951828003,"{""themes"": null}",1.8172907829284668,"{""themes"": null}",1.8192861080169678,"{""themes"": [""education""]}",1.9001779556274414,"{""themes"": null}",1.8207299709320068,"{""themes"": null}",1.815910816192627,"{""themes"": null}",1.8212649822235107,"{""themes"": null}",1.8191642761230469
Mendes says the Sahm Rule also tells us where the unemployment rate is headed.,130,"{""themes"": null}",1.237381935119629,"{""themes"": null}",1.2339699268341064,"{""themes"": null}",1.2357370853424072,"{""themes"": null}",1.2341818809509277,"{""themes"": null}",1.2356741428375244,"{""themes"": null}",1.2373542785644531,"{""themes"": null}",1.2343227863311768,"{""themes"": null}",1.2348039150238037,"{""themes"": ""economy_and_labour""}",1.6657671928405762,"{""themes"": null}",1.2334671020507812,"{""themes"": null}",1.2367429733276367,"{""themes"": null}",1.2357208728790283
"Senators made it clear they thought the policy was ill-conceived, and at least one poll found Canadians weren’t rewarding the Liberals with more support because of it.",131,"{""themes"": null}",1.5173399448394775,"{""themes"": null}",1.5172009468078613,"{""themes"": null}",1.5137147903442383,"{""themes"": null}",1.5116159915924072,"{""themes"": ""governments_and_governance""}",2.1163198947906494,"{""themes"": null}",1.5189571380615234,"{""themes"": null}",1.5181376934051514,"{""themes"": null}",1.5118188858032227,"{""themes"": null}",1.5215251445770264,"{""themes"": null}",1.5160651206970215,"{""themes"": null}",1.5179429054260254,"{""themes"": null}",1.5168001651763916
"He also announced the Working Canadians Rebate — a plan to send $250 cheques this spring to every individual who worked in 2023 and made up to $150,000.",132,"{""themes"": null}",1.5151162147521973,"{""themes"": null}",1.5158610343933105,"{""themes"": null}",1.5144398212432861,"{""themes"": null}",1.5121850967407227,"{""themes"": ""governments_and_governance""}",2.1155948638916016,"{""themes"": null}",1.515043020248413,"{""themes"": null}",1.5156400203704834,"{""themes"": null}",1.5123460292816162,"{""themes"": ""economy_and_labour""}",1.9477863311767578,"{""themes"": null}",1.5120999813079834,"{""themes"": null}",1.5184130668640137,"{""themes"": null}",1.5167510509490967
"Dean Crawford, a lawyer for Ms.",133,"{""themes"": null}",1.2286899089813232,"{""themes"": null}",1.2342500686645508,"{""themes"": ""law_and_crime""}",1.572429895401001,"{""themes"": null}",1.2259399890899658,"{""themes"": null}",1.2284049987792969,"{""themes"": null}",1.2293591499328613,"{""themes"": null}",1.2286012172698975,"{""themes"": null}",1.2287380695343018,"{""themes"": null}",1.2297191619873047,"{""themes"": null}",1.2275280952453613,"{""themes"": null}",1.2260167598724365,"{""themes"": null}",1.2271289825439453
"“If John Rustad doesn’t act, he is once again confirming that there is no consequence in his party for spreading hate.”",134,"{""themes"": null}",1.2463951110839844,"{""themes"": null}",1.2416889667510986,"{""themes"": [""law_and_crime""]}",1.5856373310089111,"{""themes"": null}",1.240722894668579,"{""themes"": ""governments_and_governance""}",1.8505349159240723,"{""themes"": ""rights_liberties_minorities_discrimination""}",1.931736707687378,"{""themes"": null}",1.244744062423706,"{""themes"": null}",1.2432878017425537,"{""themes"": null}",1.248331069946289,"{""themes"": null}",1.2448132038116455,"{""themes"": null}",1.2426810264587402,"{""themes"": null}",1.2431652545928955
But it’s certainly a lot friendlier for buyers than it has been.”,135,"{""themes"": null}",1.2348170280456543,"{""themes"": null}",1.2301549911499023,"{""themes"": null}",1.2334339618682861,"{""themes"": null}",1.2326161861419678,"{""themes"": null}",1.2372539043426514,"{""themes"": null}",1.2359371185302734,"{""themes"": null}",1.2372169494628906,"{""themes"": null}",1.2331972122192383,"{""themes"": ""economy_and_labour""}",1.6631591320037842,"{""themes"": null}",1.231299638748169,"{""themes"": null}",1.237760066986084,"{""themes"": null}",1.2329299449920654
"A woman holds her smartphone near an illuminated decoration on New Year's Eve in Seoul, South Korea, Tuesday, Dec.",136,"{""themes"": null}",1.2423999309539795,"{""themes"": ""culture_and_nationalism""}",1.6661863327026367,"{""themes"": null}",1.2434086799621582,"{""themes"": null}",1.2378170490264893,"{""themes"": null}",1.2457971572875977,"{""themes"": null}",1.2431259155273438,"{""themes"": null}",1.2401378154754639,"{""themes"": null}",1.2405152320861816,"{""themes"": null}",1.2429561614990234,"{""themes"": ""technology""}",1.3261141777038574,"{""themes"": null}",1.2418270111083984,"{""themes"": null}",1.2427070140838623
“We need to protect our volunteers.”,137,"{""themes"": null}",1.2297260761260986,"{""themes"": null}",1.225203275680542,"{""themes"": null}",1.2272288799285889,"{""themes"": null}",1.2248749732971191,"{""themes"": null}",1.2441091537475586,"{""themes"": null}",1.2296192646026611,"{""themes"": null}",1.2279679775238037,"{""themes"": null}",1.2240118980407715,"{""themes"": null}",1.2293202877044678,"{""themes"": null}",1.2285571098327637,"{""themes"": null}",1.2260138988494873,"{""themes"": null}",1.2266881465911865
"Elections Nova Scotia said the polling station didn’t open at 8 a.m., so it stayed open until 9 p.m.",138,"{""themes"": null}",1.2437868118286133,"{""themes"": null}",1.241515874862671,"{""themes"": null}",1.2410879135131836,"{""themes"": null}",1.2407009601593018,"{""themes"": ""governments_and_governance""}",1.8436040878295898,"{""themes"": null}",1.2448639869689941,"{""themes"": null}",1.2444932460784912,"{""themes"": null}",1.2421009540557861,"{""themes"": null}",1.2453150749206543,"{""themes"": null}",1.2435328960418701,"{""themes"": null}",1.24139404296875,"{""themes"": null}",1.2423961162567139
"It’s more serious, and I think that the people participating understand that ‘sacrifices’ have been made to ensure the ability to vote on this issue,” Waters said in an interview.",139,"{""themes"": null}",1.517561912536621,"{""themes"": null}",1.5142018795013428,"{""themes"": null}",1.5144410133361816,"{""themes"": null}",1.5129458904266357,"{""themes"": ""governments_and_governance""}",2.1188158988952637,"{""themes"": null}",1.5157339572906494,"{""themes"": null}",1.5164461135864258,"{""themes"": null}",1.5155131816864014,"{""themes"": null}",1.5197820663452148,"{""themes"": null}",1.5153720378875732,"{""themes"": null}",1.5180768966674805,"{""themes"": null}",1.5158469676971436
"We areworking closely with authorities and the implicated ranch to determine the possible cause,” saidCraig Slate, SunFed president, in the news release.",140,"{""themes"": null}",1.5168190002441406,"{""themes"": null}",1.5126957893371582,"{""themes"": null}",1.5113539695739746,"{""themes"": null}",1.512049913406372,"{""themes"": null}",1.5135087966918945,"{""themes"": null}",1.5166420936584473,"{""themes"": null}",1.515091896057129,"{""themes"": null}",1.5119762420654297,"{""themes"": null}",1.5145320892333984,"{""themes"": null}",1.5133321285247803,"{""themes"": null}",1.51344895362854,"{""themes"": null}",1.5159449577331543
It was previously held by former Trudeau cabinet minister David Lametti.,141,"{""themes"": null}",1.2329611778259277,"{""themes"": null}",1.2309141159057617,"{""themes"": null}",1.229936122894287,"{""themes"": null}",1.2301812171936035,"{""themes"": ""governments_and_governance""}",1.8308711051940918,"{""themes"": null}",1.2350893020629883,"{""themes"": null}",1.2309892177581787,"{""themes"": null}",1.2305998802185059,"{""themes"": null}",1.235029935836792,"{""themes"": null}",1.2283656597137451,"{""themes"": null}",1.2316031455993652,"{""themes"": null}",1.231903076171875
"Canada’s deadliest listeria outbreak, at Maple Leaf Foods in Toronto, killed 24 people in 2008.",142,"{""themes"": null}",1.24052095413208,"{""themes"": null}",1.2401888370513916,"{""themes"": [""law_and_crime""]}",1.5805299282073975,"{""themes"": null}",1.238058090209961,"{""themes"": ""null""}",1.3250832557678223,"{""themes"": null}",1.2404980659484863,"{""themes"": ""health_and_social_services""}",1.5820441246032715,"{""themes"": null}",1.2371068000793457,"{""themes"": ""null""}",1.3262889385223389,"{""themes"": ""null""}",1.3244338035583496,"{""themes"": null}",1.2384917736053467,"{""themes"": null}",1.2382278442382812
“It appears the Canada Industrial Relations Board (CIRB) will have 72 hours to do its work before issuing a back to work order on Monday.,143,"{""themes"": null}",1.5151751041412354,"{""themes"": null}",1.5143029689788818,"{""themes"": ""law_and_crime""}",1.8547089099884033,"{""themes"": null}",1.5130860805511475,"{""themes"": ""governments_and_governance""}",2.1179590225219727,"{""themes"": null}",1.5147557258605957,"{""themes"": null}",1.5171220302581787,"{""themes"": null}",1.513570785522461,"{""themes"": ""economy_and_labour""}",1.9446909427642822,"{""themes"": null}",1.514293909072876,"{""themes"": null}",1.516550064086914,"{""themes"": null}",1.5142822265625
An eighth system has been funded and ordered and is expected to be in the field some time next year.,144,"{""themes"": null}",1.241631031036377,"{""themes"": null}",1.2380061149597168,"{""themes"": null}",1.236104965209961,"{""themes"": null}",1.2393300533294678,"{""themes"": null}",1.2385802268981934,"{""themes"": null}",1.2407829761505127,"{""themes"": null}",1.2368478775024414,"{""themes"": null}",1.2365198135375977,"{""themes"": null}",1.2391822338104248,"{""themes"": [""technology""]}",1.3228271007537842,"{""themes"": ""international_affairs_and_defense""}",1.7514901161193848,"{""themes"": null}",1.2370789051055908
"Reached by phone Wednesday, an NDP spokesperson said Ashton was in Quebec City ""to discuss language priorities"" because she's the party's critic for official languages and needed to ""find out things she needs to prioritize.""",145,"{""themes"": null}",1.5206191539764404,"{""themes"": ""culture_and_nationalism""}",1.9424729347229004,"{""themes"": null}",1.5156450271606445,"{""themes"": null}",1.5148680210113525,"{""themes"": [""governments_and_governance""]}",2.120213031768799,"{""themes"": ""rights_liberties_minorities_discrimination""}",2.2072179317474365,"{""themes"": null}",1.5156381130218506,"{""themes"": null}",1.5148649215698242,"{""themes"": null}",1.5178439617156982,"{""themes"": null}",1.51466703414917,"{""themes"": null}",1.516366958618164,"{""themes"": null}",1.5155599117279053
